1	34.0725299829	79.3318103941	31.2769845802	cortical	right	lateralorbitofrontal
2	25.6946308725	83.3473154362	33.2231543624	cortical	right	parsorbitalis
3	40.5288461538	94.5	35.2083333333	cortical	right	frontalpole
4	41.6103321033	82.4258302583	31.5402214022	cortical	right	medialorbitofrontal
5	21.9212867899	79.2737850787	39.4113620808	cortical	right	parstriangularis
6	21.295562599	70.1648177496	42.3898573693	cortical	right	parsopercularis
7	29.0504939627	83.5528723015	46.501280644	cortical	right	rostralmiddlefrontal
8	39.4727737665	75.2602286402	55.8203971119	cortical	right	superiorfrontal
9	29.2359800111	67.0111049417	56.9611327041	cortical	right	caudalmiddlefrontal
10	26.5733613249	59.077676697	54.4413342664	cortical	right	precentral
11	41.9099378882	49.2826086957	60.2647515528	cortical	right	paracentral
12	41.2079831933	77.8214285714	39.6638655462	cortical	right	rostralanteriorcingulate
13	42.3602251407	68.7279549719	48.0243902439	cortical	right	caudalanteriorcingulate
14	41.848074922	50.7939646202	49.657648283	cortical	right	posteriorcingulate
15	41.467230444	42.6152219873	40.8646934461	cortical	right	isthmuscingulate
16	26.5094859241	51.9492044064	56.0593635251	cortical	right	postcentral
17	20.6539448364	47.4288005131	50.491340603	cortical	right	supramarginal
18	35.7320477036	32.1641715301	56.4750063436	cortical	right	superiorparietal
19	25.1189776069	34.1268943678	48.6410314409	cortical	right	inferiorparietal
20	39.8883704235	35.0326633166	49.9170854271	cortical	right	precuneus
21	41.2981595092	26.7165644172	41.9141104294	cortical	right	cuneus
22	40.1045016077	27.7138263666	36.4324758842	cortical	right	pericalcarine
23	31.0952380952	22.7735904178	35.8472100497	cortical	right	lateraloccipital
24	38.9358744395	30.2542600897	30.2834080717	cortical	right	lingual
25	28.6617231638	40.0427259887	26.0342514124	cortical	right	fusiform
26	33.3113772455	48.876247505	26.0239520958	cortical	right	parahippocampal
27	33.6826484018	61.3150684932	18.4383561644	cortical	right	entorhinal
28	31.6778741866	72.7537960954	20.9338394794	cortical	right	temporalpole
29	21.8696830127	48.3175291249	23.4727716066	cortical	right	inferiortemporal
30	17.6802498513	53.255502677	28.0276621059	cortical	right	middletemporal
31	20.3338414634	47.1661585366	35.2286585366	cortical	right	bankssts
32	19.5777899945	61.8419461242	32.0717427158	cortical	right	superiortemporal
33	21.8997214485	55.8245125348	36.7994428969	cortical	right	transversetemporal
34	28.0417149479	63.9553881808	35.6570104287	cortical	right	insula
35	39.72436751	54.1664447403	37.7210386152	subcortical	right	Right-Thalamus-Proper
36	38.86863711	64.775862069	41.6658456486	subcortical	right	Right-Caudate
37	33.0490045942	62.9035222052	36.415007657	subcortical	right	Right-Putamen
38	36.8876080692	61.6570605187	35.1037463977	subcortical	right	Right-Pallidum
39	42.1433691756	67.1433691756	32.4229390681	subcortical	right	Right-Accumbens-area
40	32.6940789474	52.9539473684	28.7384868421	subcortical	right	Right-Hippocampus
41	34.5485714286	62.98	26.6271428571	subcortical	right	Right-Amygdala
42	54.6649239544	79.269486692	30.8773764259	cortical	left	lateralorbitofrontal
43	64.7149253731	83.4552238806	33.3955223881	cortical	left	parsorbitalis
44	47.5913978495	94.0698924731	39.7634408602	cortical	left	frontalpole
45	47.3438648053	82.9919177076	32.5503306392	cortical	left	medialorbitofrontal
46	66.1724137931	78.9561128527	37.8087774295	cortical	left	parstriangularis
47	68.2959731544	71.3785234899	40.7382550336	cortical	left	parsopercularis
48	60.504133898	82.337164751	46.9614841702	cortical	left	rostralmiddlefrontal
49	49.936687631	74.2489168414	56.4962962963	cortical	left	superiorfrontal
50	62.6429752066	65.3140495868	55.5247933884	cortical	left	caudalmiddlefrontal
51	63.7019958706	57.6802018812	54.0415232852	cortical	left	precentral
52	48.2912885662	46.2023593466	59.4918330309	cortical	left	paracentral
53	47.4046639232	78.768175583	38.7448559671	cortical	left	rostralanteriorcingulate
54	47.8667601683	69.9621318373	47.8934081346	cortical	left	caudalanteriorcingulate
55	48.	51.398156682	50.6202764977	cortical	left	posteriorcingulate
56	48.2521865889	41.6851311953	41.1574344023	cortical	left	isthmuscingulate
57	65.2792838875	50.4171355499	54.8823529412	cortical	left	postcentral
58	69.6083251393	44.0989839397	49.8128482465	cortical	left	supramarginal
59	54.9783698233	30.5333685044	53.5291479821	cortical	left	superiorparietal
60	65.5619778731	31.483856401	46.4714382479	cortical	left	inferiorparietal
61	50.4289107567	34.250084832	50.3559552087	cortical	left	precuneus
62	48.5367372354	25.2341220423	39.5554171856	cortical	left	cuneus
63	50.3019169329	26.6725239617	34.8977635783	cortical	left	pericalcarine
64	59.2411764706	22.3361344538	32.3980392157	cortical	left	lateraloccipital
65	51.1458519179	29.3496877788	29.2636039251	cortical	left	lingual
66	61.9238456237	42.1185389387	24.5454858718	cortical	left	fusiform
67	56.2604562738	48.8041825095	26.0209125475	cortical	left	parahippocampal
68	55.9133663366	61.2153465347	19.6584158416	cortical	left	entorhinal
69	57.8820960699	71.3493449782	20.596797671	cortical	left	temporalpole
70	69.0239484188	48.5237949033	23.1636475284	cortical	left	inferiortemporal
71	72.4444444444	53.6813040585	26.4883566201	cortical	left	middletemporal
72	70.7284768212	45.4271523179	34.5794701987	cortical	left	bankssts
73	70.5751409659	59.2277519	32.4135817602	cortical	left	superiortemporal
74	66.1611111111	53.6916666667	37.3027777778	cortical	left	transversetemporal
75	61.9591591592	62.4726726727	35.0870870871	cortical	left	insula
76	51.0306490385	53.8743990385	37.5979567308	subcortical	left	Left-Thalamus-Proper
77	51.2256493506	64.7142857143	41.3717532468	subcortical	left	Left-Caudate
78	57.1656716418	62.6320895522	35.6365671642	subcortical	left	Left-Putamen
79	53.7755610973	60.7057356608	34.3067331671	subcortical	left	Left-Pallidum
80	47.4270462633	65.9608540925	31.9003558719	subcortical	left	Left-Accumbens-area
81	56.00270027	52.2673267327	28.8316831683	subcortical	left	Left-Hippocampus
82	54.9144215531	62.8985736926	26.0729001585	subcortical	left	Left-Amygdala
83	44.5759724473	50.3796596434	19.7980145867	subcortical	left	Brain-Stem
