id node1;id node2;name node1;name node2;parent id node1;parent id node2;parent name node1;parent name node2;edge confidence;edge weight(avg nofperflm)
60;73;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_3;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;230;0.194000
60;63;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_23;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;295;0.430392
60;66;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_14;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;275;0.346531
60;70;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_2;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;285;0.361464
691;1009;lh.rostralanteriorcingulate_2;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;404;1.038141
691;695;lh.rostralanteriorcingulate_2;lh.caudalanteriorcingulate_1;53;54;ctx-lh-rostralanteriorcingulate;ctx-lh-caudalanteriorcingulate;224;0.142260
691;1010;lh.rostralanteriorcingulate_2;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;351;0.281746
691;694;lh.rostralanteriorcingulate_2;lh.caudalanteriorcingulate_4;53;54;ctx-lh-rostralanteriorcingulate;ctx-lh-caudalanteriorcingulate;243;0.165535
666;676;lh.precentral_11;lh.precentral_23;51;51;ctx-lh-precentral;ctx-lh-precentral;271;0.293828
666;1010;lh.precentral_11;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;355;0.457173
666;1009;lh.precentral_11;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;212;0.128832
666;669;lh.precentral_11;lh.precentral_15;51;51;ctx-lh-precentral;ctx-lh-precentral;214;0.226272
666;997;lh.precentral_11;lh.insula_14;51;75;ctx-lh-precentral;ctx-lh-insula;223;0.195770
911;1013;lh.parahippocampal_3;Left-Hippocampus;67;81;ctx-lh-parahippocampal;Left-Hippocampus;242;0.236063
427;436;rh.inferiortemporal_6;rh.middletemporal_15;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;211;0.234918
677;684;lh.paracentral_7;lh.paracentral_4;52;52;ctx-lh-paracentral;ctx-lh-paracentral;234;0.262671
708;1008;lh.isthmuscingulate_6;Left-Thalamus-Proper;56;76;ctx-lh-isthmuscingulate;Left-Thalamus-Proper;214;0.267282
82;90;rh.superiorfrontal_14;rh.superiorfrontal_27;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;213;0.197331
82;504;rh.superiorfrontal_14;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;249;0.135413
82;93;rh.superiorfrontal_14;rh.superiorfrontal_2;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;261;0.272510
82;87;rh.superiorfrontal_14;rh.superiorfrontal_19;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;367;0.543569
82;94;rh.superiorfrontal_14;rh.superiorfrontal_11;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;291;0.244710
650;1010;lh.precentral_26;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;262;0.273663
650;685;lh.precentral_26;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;299;0.396048
650;661;lh.precentral_26;lh.precentral_6;51;51;ctx-lh-precentral;ctx-lh-precentral;247;0.385105
590;601;lh.superiorfrontal_35;lh.superiorfrontal_21;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;209;0.199724
590;1010;lh.superiorfrontal_35;Left-Putamen;49;78;ctx-lh-superiorfrontal;Left-Putamen;219;0.093236
590;594;lh.superiorfrontal_35;lh.superiorfrontal_23;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;313;0.407308
590;602;lh.superiorfrontal_35;lh.superiorfrontal_29;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;298;0.293797
590;591;lh.superiorfrontal_35;lh.superiorfrontal_42;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;214;0.188974
590;603;lh.superiorfrontal_35;lh.superiorfrontal_44;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;225;0.143245
112;127;rh.superiorfrontal_41;rh.caudalmiddlefrontal_11;8;9;ctx-rh-superiorfrontal;ctx-rh-caudalmiddlefrontal;258;0.404371
112;504;rh.superiorfrontal_41;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;233;0.128767
545;546;lh.parstriangularis_6;lh.parstriangularis_2;46;46;ctx-lh-parstriangularis;ctx-lh-parstriangularis;280;0.257998
545;580;lh.parstriangularis_6;lh.rostralmiddlefrontal_3;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;306;0.269149
545;578;lh.parstriangularis_6;lh.rostralmiddlefrontal_7;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;340;0.458022
545;1010;lh.parstriangularis_6;Left-Putamen;46;78;ctx-lh-parstriangularis;Left-Putamen;211;0.145167
545;573;lh.parstriangularis_6;lh.rostralmiddlefrontal_23;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;319;0.390373
191;503;rh.posteriorcingulate_1;Right-Caudate;14;36;ctx-rh-posteriorcingulate;Right-Caudate;400;0.611357
187;503;rh.caudalanteriorcingulate_2;Right-Caudate;13;36;ctx-rh-caudalanteriorcingulate;Right-Caudate;344;0.384261
79;81;rh.superiorfrontal_40;rh.superiorfrontal_3;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;217;0.266018
1006;1010;lh.insula_3;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;382;0.478122
1006;1014;lh.insula_3;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;221;0.212228
126;504;rh.caudalmiddlefrontal_5;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;250;0.345048
996;1010;lh.insula_8;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;337;0.221754
369;397;rh.lateraloccipital_5;rh.fusiform_15;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;209;0.190946
369;396;rh.lateraloccipital_5;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;269;0.275208
369;390;rh.lateraloccipital_5;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;260;0.307531
651;767;lh.precentral_21;lh.superiorparietal_24;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;220;0.288684
651;1011;lh.precentral_21;Left-Pallidum;51;79;ctx-lh-precentral;Left-Pallidum;266;0.220787
651;1010;lh.precentral_21;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;393;0.881730
651;771;lh.precentral_21;lh.superiorparietal_13;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;210;0.307467
651;662;lh.precentral_21;lh.precentral_25;51;51;ctx-lh-precentral;ctx-lh-precentral;351;0.588527
651;686;lh.precentral_21;lh.paracentral_5;51;52;ctx-lh-precentral;ctx-lh-paracentral;236;0.377433
651;685;lh.precentral_21;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;211;0.267875
651;1008;lh.precentral_21;Left-Thalamus-Proper;51;76;ctx-lh-precentral;Left-Thalamus-Proper;308;0.387462
651;731;lh.precentral_21;lh.postcentral_31;51;57;ctx-lh-precentral;ctx-lh-postcentral;244;0.272146
651;1009;lh.precentral_21;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;365;0.412569
651;654;lh.precentral_21;lh.precentral_16;51;51;ctx-lh-precentral;ctx-lh-precentral;292;0.397172
651;661;lh.precentral_21;lh.precentral_6;51;51;ctx-lh-precentral;ctx-lh-precentral;365;0.644675
651;687;lh.precentral_21;lh.paracentral_11;51;52;ctx-lh-precentral;ctx-lh-paracentral;251;0.382516
651;703;lh.precentral_21;lh.posteriorcingulate_6;51;55;ctx-lh-precentral;ctx-lh-posteriorcingulate;255;0.231441
176;258;rh.paracentral_10;rh.superiorparietal_10;11;18;ctx-rh-paracentral;ctx-rh-superiorparietal;220;0.235439
629;634;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_3;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;238;0.344706
629;1010;lh.caudalmiddlefrontal_9;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;301;0.294804
629;632;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_13;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;330;0.592408
629;631;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_1;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;308;0.466431
629;1009;lh.caudalmiddlefrontal_9;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;322;0.411651
498;499;rh.insula_3;rh.insula_2;34;34;ctx-rh-insula;ctx-rh-insula;213;0.174780
498;507;rh.insula_3;Right-Hippocampus;34;40;ctx-rh-insula;Right-Hippocampus;362;0.470122
498;508;rh.insula_3;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;363;0.405119
947;950;lh.middletemporal_14;lh.middletemporal_9;71;71;ctx-lh-middletemporal;ctx-lh-middletemporal;273;0.254237
256;275;rh.superiorparietal_24;rh.superiorparietal_14;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;225;0.252116
256;327;rh.superiorparietal_24;rh.precuneus_4;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;270;0.484039
256;326;rh.superiorparietal_24;rh.precuneus_20;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;254;0.408557
256;270;rh.superiorparietal_24;rh.superiorparietal_9;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;209;0.215425
256;269;rh.superiorparietal_24;rh.superiorparietal_22;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;266;0.199202
33;503;rh.medialorbitofrontal_6;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;211;0.232409
920;1014;lh.temporalpole_2;Left-Amygdala;69;82;ctx-lh-temporalpole;Left-Amygdala;264;0.260981
660;1010;lh.precentral_5;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;254;0.248045
7;504;rh.lateralorbitofrontal_4;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;384;0.593130
99;102;rh.superiorfrontal_24;rh.superiorfrontal_5;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;244;0.349002
99;110;rh.superiorfrontal_24;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;226;0.250258
99;104;rh.superiorfrontal_24;rh.superiorfrontal_21;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;320;0.419804
99;103;rh.superiorfrontal_24;rh.superiorfrontal_22;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;344;0.544983
99;111;rh.superiorfrontal_24;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;268;0.423300
566;1004;lh.rostralmiddlefrontal_4;lh.insula_4;48;75;ctx-lh-rostralmiddlefrontal;ctx-lh-insula;254;0.235204
566;1010;lh.rostralmiddlefrontal_4;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;283;0.382116
566;629;lh.rostralmiddlefrontal_4;lh.caudalmiddlefrontal_9;48;50;ctx-lh-rostralmiddlefrontal;ctx-lh-caudalmiddlefrontal;236;0.351117
566;602;lh.rostralmiddlefrontal_4;lh.superiorfrontal_29;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;246;0.344368
566;573;lh.rostralmiddlefrontal_4;lh.rostralmiddlefrontal_23;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;246;0.266376
566;567;lh.rostralmiddlefrontal_4;lh.rostralmiddlefrontal_26;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;245;0.195751
566;1009;lh.rostralmiddlefrontal_4;Left-Caudate;48;77;ctx-lh-rostralmiddlefrontal;Left-Caudate;310;0.440856
566;603;lh.rostralmiddlefrontal_4;lh.superiorfrontal_44;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;228;0.417026
72;81;rh.rostralmiddlefrontal_11;rh.superiorfrontal_3;7;8;ctx-rh-rostralmiddlefrontal;ctx-rh-superiorfrontal;274;0.339665
500;508;rh.insula_12;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;357;0.557508
500;504;rh.insula_12;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;393;0.535980
255;504;rh.superiorparietal_13;Right-Putamen;18;37;ctx-rh-superiorparietal;Right-Putamen;348;0.412852
255;327;rh.superiorparietal_13;rh.precuneus_4;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;223;0.463074
255;486;rh.superiorparietal_13;rh.insula_16;18;34;ctx-rh-superiorparietal;ctx-rh-insula;232;0.281781
533;580;lh.medialorbitofrontal_4;lh.rostralmiddlefrontal_3;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;235;0.253155
533;584;lh.medialorbitofrontal_4;lh.superiorfrontal_11;45;49;ctx-lh-medialorbitofrontal;ctx-lh-superiorfrontal;285;0.273821
533;1010;lh.medialorbitofrontal_4;Left-Putamen;45;78;ctx-lh-medialorbitofrontal;Left-Putamen;249;0.103393
533;583;lh.medialorbitofrontal_4;lh.rostralmiddlefrontal_1;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;298;0.310388
359;396;rh.lateraloccipital_3;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;236;0.236929
359;385;rh.lateraloccipital_3;rh.lingual_6;23;24;ctx-rh-lateraloccipital;ctx-rh-lingual;285;0.328921
359;369;rh.lateraloccipital_3;rh.lateraloccipital_5;23;23;ctx-rh-lateraloccipital;ctx-rh-lateraloccipital;247;0.251163
359;390;rh.lateraloccipital_3;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;325;0.351803
182;504;rh.rostralanteriorcingulate_4;Right-Putamen;12;37;ctx-rh-rostralanteriorcingulate;Right-Putamen;280;0.203904
182;503;rh.rostralanteriorcingulate_4;Right-Caudate;12;36;ctx-rh-rostralanteriorcingulate;Right-Caudate;410;0.922068
182;1009;rh.rostralanteriorcingulate_4;Left-Caudate;12;77;ctx-rh-rostralanteriorcingulate;Left-Caudate;229;0.212985
108;114;rh.superiorfrontal_13;rh.superiorfrontal_6;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;328;0.430601
108;110;rh.superiorfrontal_13;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;238;0.266432
108;111;rh.superiorfrontal_13;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;212;0.238292
1001;1010;lh.insula_11;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;284;0.229669
1001;1014;lh.insula_11;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;355;0.411928
1014;1014;Left-Amygdala;Left-Amygdala;82;82;Left-Amygdala;Left-Amygdala;260;0.193337
815;816;lh.inferiorparietal_1;lh.inferiorparietal_20;60;60;ctx-lh-inferiorparietal;ctx-lh-inferiorparietal;217;0.222015
632;1011;lh.caudalmiddlefrontal_13;Left-Pallidum;50;79;ctx-lh-caudalmiddlefrontal;Left-Pallidum;244;0.175932
632;697;lh.caudalmiddlefrontal_13;lh.caudalanteriorcingulate_3;50;54;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalanteriorcingulate;266;0.264790
632;695;lh.caudalmiddlefrontal_13;lh.caudalanteriorcingulate_1;50;54;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalanteriorcingulate;237;0.214546
632;1010;lh.caudalmiddlefrontal_13;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;413;1.674591
632;1003;lh.caudalmiddlefrontal_13;lh.insula_15;50;75;ctx-lh-caudalmiddlefrontal;ctx-lh-insula;230;0.332170
632;637;lh.caudalmiddlefrontal_13;lh.caudalmiddlefrontal_4;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;336;0.761765
632;1009;lh.caudalmiddlefrontal_13;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;405;1.046382
991;1010;lh.insula_5;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;382;0.256823
991;1008;lh.insula_5;Left-Thalamus-Proper;75;76;ctx-lh-insula;Left-Thalamus-Proper;316;0.316677
360;390;rh.lateraloccipital_17;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;217;0.297176
692;1010;lh.rostralanteriorcingulate_5;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;293;0.317896
692;1009;lh.rostralanteriorcingulate_5;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;323;0.337354
610;616;lh.superiorfrontal_37;lh.superiorfrontal_34;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;267;0.321348
514;1010;lh.lateralorbitofrontal_2;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;395;0.667443
513;1010;lh.lateralorbitofrontal_13;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;362;0.469598
513;1012;lh.lateralorbitofrontal_13;Left-Accumbens-area;42;80;ctx-lh-lateralorbitofrontal;Left-Accumbens-area;216;0.143244
513;1009;lh.lateralorbitofrontal_13;Left-Caudate;42;77;ctx-lh-lateralorbitofrontal;Left-Caudate;287;0.316398
50;504;rh.parsopercularis_6;Right-Putamen;6;37;ctx-rh-parsopercularis;Right-Putamen;324;0.451514
50;503;rh.parsopercularis_6;Right-Caudate;6;36;ctx-rh-parsopercularis;Right-Caudate;315;0.285057
50;94;rh.parsopercularis_6;rh.superiorfrontal_11;6;8;ctx-rh-parsopercularis;ctx-rh-superiorfrontal;222;0.287839
510;1010;lh.lateralorbitofrontal_4;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;248;0.219168
274;316;rh.superiorparietal_2;rh.precuneus_16;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;239;0.250153
549;553;lh.parsopercularis_7;lh.parsopercularis_4;47;47;ctx-lh-parsopercularis;ctx-lh-parsopercularis;233;0.212144
645;684;lh.precentral_17;lh.paracentral_4;51;52;ctx-lh-precentral;ctx-lh-paracentral;302;0.301113
709;770;lh.isthmuscingulate_7;lh.superiorparietal_25;56;59;ctx-lh-isthmuscingulate;ctx-lh-superiorparietal;216;0.250907
128;504;rh.caudalmiddlefrontal_10;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;372;0.476104
128;131;rh.caudalmiddlefrontal_10;rh.caudalmiddlefrontal_6;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;357;0.607546
128;494;rh.caudalmiddlefrontal_10;rh.insula_10;9;34;ctx-rh-caudalmiddlefrontal;ctx-rh-insula;213;0.257608
128;503;rh.caudalmiddlefrontal_10;Right-Caudate;9;36;ctx-rh-caudalmiddlefrontal;Right-Caudate;307;0.347676
1005;1010;lh.insula_7;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;388;0.404389
28;504;rh.medialorbitofrontal_10;Right-Putamen;4;37;ctx-rh-medialorbitofrontal;Right-Putamen;380;0.480731
28;78;rh.medialorbitofrontal_10;rh.rostralmiddlefrontal_6;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;310;0.313177
28;73;rh.medialorbitofrontal_10;rh.rostralmiddlefrontal_3;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;274;0.307457
28;77;rh.medialorbitofrontal_10;rh.rostralmiddlefrontal_1;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;315;0.408545
28;503;rh.medialorbitofrontal_10;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;317;0.294228
589;601;lh.superiorfrontal_10;lh.superiorfrontal_21;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;232;0.202526
589;592;lh.superiorfrontal_10;lh.superiorfrontal_24;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;239;0.211002
589;590;lh.superiorfrontal_10;lh.superiorfrontal_35;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;213;0.266672
589;594;lh.superiorfrontal_10;lh.superiorfrontal_23;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;270;0.256771
192;504;rh.posteriorcingulate_7;Right-Putamen;14;37;ctx-rh-posteriorcingulate;Right-Putamen;325;0.252411
192;505;rh.posteriorcingulate_7;Right-Pallidum;14;38;ctx-rh-posteriorcingulate;Right-Pallidum;227;0.101355
192;503;rh.posteriorcingulate_7;Right-Caudate;14;36;ctx-rh-posteriorcingulate;Right-Caudate;343;0.333551
250;504;rh.supramarginal_12;Right-Putamen;17;37;ctx-rh-supramarginal;Right-Putamen;216;0.106491
250;503;rh.supramarginal_12;Right-Caudate;17;36;ctx-rh-supramarginal;Right-Caudate;226;0.221734
250;253;rh.supramarginal_12;rh.supramarginal_5;17;17;ctx-rh-supramarginal;ctx-rh-supramarginal;220;0.188914
303;397;rh.inferiorparietal_20;rh.fusiform_15;19;25;ctx-rh-inferiorparietal;ctx-rh-fusiform;220;0.201637
303;507;rh.inferiorparietal_20;Right-Hippocampus;19;40;ctx-rh-inferiorparietal;Right-Hippocampus;369;0.449668
303;490;rh.inferiorparietal_20;rh.insula_5;19;34;ctx-rh-inferiorparietal;ctx-rh-insula;325;0.548212
614;697;lh.superiorfrontal_2;lh.caudalanteriorcingulate_3;49;54;ctx-lh-superiorfrontal;ctx-lh-caudalanteriorcingulate;234;0.281274
614;1010;lh.superiorfrontal_2;Left-Putamen;49;78;ctx-lh-superiorfrontal;Left-Putamen;258;0.128450
614;632;lh.superiorfrontal_2;lh.caudalmiddlefrontal_13;49;50;ctx-lh-superiorfrontal;ctx-lh-caudalmiddlefrontal;296;0.440484
614;1009;lh.superiorfrontal_2;Left-Caudate;49;77;ctx-lh-superiorfrontal;Left-Caudate;316;0.295328
699;1009;lh.posteriorcingulate_4;Left-Caudate;55;77;ctx-lh-posteriorcingulate;Left-Caudate;358;0.477176
699;703;lh.posteriorcingulate_4;lh.posteriorcingulate_6;55;55;ctx-lh-posteriorcingulate;ctx-lh-posteriorcingulate;214;0.200874
699;1010;lh.posteriorcingulate_4;Left-Putamen;55;78;ctx-lh-posteriorcingulate;Left-Putamen;316;0.220402
501;508;rh.insula_9;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;254;0.278957
501;504;rh.insula_9;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;409;0.875097
687;767;lh.paracentral_11;lh.superiorparietal_24;52;59;ctx-lh-paracentral;ctx-lh-superiorparietal;247;0.257140
490;502;rh.insula_5;Right-Thalamus-Proper;34;35;ctx-rh-insula;Right-Thalamus-Proper;368;0.450055
490;508;rh.insula_5;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;213;0.133179
490;507;rh.insula_5;Right-Hippocampus;34;40;ctx-rh-insula;Right-Hippocampus;386;0.494418
490;504;rh.insula_5;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;325;0.221266
155;504;rh.precentral_15;Right-Putamen;10;37;ctx-rh-precentral;Right-Putamen;388;0.823723
155;502;rh.precentral_15;Right-Thalamus-Proper;10;35;ctx-rh-precentral;Right-Thalamus-Proper;278;0.305183
155;159;rh.precentral_15;rh.precentral_7;10;10;ctx-rh-precentral;ctx-rh-precentral;329;0.438733
155;505;rh.precentral_15;Right-Pallidum;10;38;ctx-rh-precentral;Right-Pallidum;222;0.190745
155;503;rh.precentral_15;Right-Caudate;10;36;ctx-rh-precentral;Right-Caudate;292;0.201370
155;250;rh.precentral_15;rh.supramarginal_12;10;17;ctx-rh-precentral;ctx-rh-supramarginal;248;0.415498
53;57;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_10;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;276;0.420823
53;504;rh.rostralmiddlefrontal_21;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;256;0.320786
53;58;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_20;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;241;0.324998
53;60;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_18;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;213;0.168287
53;63;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_23;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;225;0.347287
53;503;rh.rostralmiddlefrontal_21;Right-Caudate;7;36;ctx-rh-rostralmiddlefrontal;Right-Caudate;220;0.270657
53;94;rh.rostralmiddlefrontal_21;rh.superiorfrontal_11;7;8;ctx-rh-rostralmiddlefrontal;ctx-rh-superiorfrontal;214;0.360250
583;1010;lh.rostralmiddlefrontal_1;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;212;0.147411
583;585;lh.rostralmiddlefrontal_1;lh.superiorfrontal_32;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;226;0.206856
757;1010;lh.supramarginal_16;Left-Putamen;58;78;ctx-lh-supramarginal;Left-Putamen;225;0.167404
757;991;lh.supramarginal_16;lh.insula_5;58;75;ctx-lh-supramarginal;ctx-lh-insula;258;0.372398
809;816;lh.inferiorparietal_12;lh.inferiorparietal_20;60;60;ctx-lh-inferiorparietal;ctx-lh-inferiorparietal;255;0.327640
9;504;rh.lateralorbitofrontal_8;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;210;0.160175
425;440;rh.inferiortemporal_7;rh.middletemporal_4;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;211;0.223729
425;452;rh.inferiortemporal_7;rh.bankssts_3;29;31;ctx-rh-inferiortemporal;ctx-rh-bankssts;212;0.193476
425;444;rh.inferiortemporal_7;rh.middletemporal_8;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;246;0.249433
591;601;lh.superiorfrontal_42;lh.superiorfrontal_21;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;352;0.494756
591;594;lh.superiorfrontal_42;lh.superiorfrontal_23;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;262;0.397657
591;602;lh.superiorfrontal_42;lh.superiorfrontal_29;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;334;0.453565
591;607;lh.superiorfrontal_42;lh.superiorfrontal_22;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;283;0.153085
591;597;lh.superiorfrontal_42;lh.superiorfrontal_38;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;224;0.162104
591;603;lh.superiorfrontal_42;lh.superiorfrontal_44;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;285;0.264768
745;755;lh.supramarginal_1;lh.supramarginal_17;58;58;ctx-lh-supramarginal;ctx-lh-supramarginal;240;0.238672
